experiment_phase	cell_type	cell_passage	analysis_set	compound_first_treatment	batch_reagent_first_treatment	Date	baseline_norm_method	peak_height_normalization_method	peak_height_normalizator_annotation	response_calculation_method_reference_point	compound_second_treatment	batch_reagent_second_treatment	conc_second_treatment	treatment_annotation	min_conc_for_DR_stim_index	max_conc_for_DR_stim_index	nb_points_for_DR_stim_index	items	checking_auc_criteria	DR_stim_index_type	response_calculation_method	response	comments	nb_replicates_not_going_back_to_baseline	max_cv_replicates	mean_cv_replicates	Analog	curve_smoothing
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_slope_to_peak	3	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_value_peak_height	3	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_auc	9.200719	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_slope_to_peak	9.4309346	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_value_peak_height	9.234651	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_auc	1	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_slope_to_peak	1	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_value_peak_height	1	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_auc	-1.5640233	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_slope_to_peak	-1.7052371	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_value_peak_height	-1.6765718	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_auc	0.066175536	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_slope_to_peak	0.048006355	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_value_peak_height	0.053216547	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_auc	0.043701006	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_slope_to_peak	0.02503149	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_value_peak_height	0.034798123	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_auc	0.998428	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_slope_to_peak	0.99952556	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_value_peak_height	0.99908914	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_auc	-0.16357322999999999	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_slope_to_peak	-0.41459428	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_value_peak_height	-0.21467082	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	ratio_end_start_delta_over_peak_height	0.0061701307	NA	NA	NA	NA	XXXX-Nle-L5-11	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-11_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-11_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	slope_to_peak	0.052923066	NA	NA	0.62684242	0.24030068	XXXX-Nle-L5-11	rolling average of 10 points
