experiment_phase	cell_type	cell_passage	analysis_set	compound_first_treatment	batch_reagent_first_treatment	Date	baseline_norm_method	peak_height_normalization_method	peak_height_normalizator_annotation	response_calculation_method_reference_point	compound_second_treatment	batch_reagent_second_treatment	conc_second_treatment	treatment_annotation	min_conc_for_DR_stim_index	max_conc_for_DR_stim_index	nb_points_for_DR_stim_index	items	checking_auc_criteria	DR_stim_index_type	response_calculation_method	response	comments	nb_replicates_not_going_back_to_baseline	max_cv_replicates	mean_cv_replicates	Analog	curve_smoothing
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_slope_to_peak	0.95382591	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_slope_to_peak	-6.9430068e-4	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emin_from_slope_to_peak	-0.0010550915	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_T0_from_slope_to_peak	-0.0010550915	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_gof_from_slope_to_peak	0.31779603	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_slope_to_peak	3	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_slope_to_peak	9.0205309	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_slope_to_peak	1	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_slope_to_peak	-1.6551707	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_slope_to_peak	0.29116692	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_slope_to_peak	0.21910958	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_slope_to_peak	0.9448107	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_slope_to_peak	0.38703245	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	ratio_end_start_delta_over_peak_height	0	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	slope_to_peak	0	NA	NA	1.1198561	0.38362636	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_half_value_peak_height	1291.7739	NA	NA	0.004702608	0.004702608	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_peak	1291.7739	NA	NA	0.004702608	0.004702608	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_to_reach_half_peak_height	452.14224	NA	NA	0.012780333	0.012780333	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_at_half_phase	0.6773883	NA	NA	0.56920279	0.23096509	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end	0.28415587	NA	NA	0.93215374	0.42622768	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end_start_delta	0.031355143	NA	NA	5.6749467	2.2069245	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_peak_height	0	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_start	0.28542057	NA	NA	1.1097392	0.37554835	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	auc	82.101806	NA	2	0.78874441	0.21135833	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_auc	66.777231	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_slope_to_peak	0.049796476	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_value_peak_height	1.0336045	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_auc	0.52090885	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_slope_to_peak	0.4129268	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_value_peak_height	0.50512624	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_auc	66.441457	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_slope_to_peak	0.050702735	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_value_peak_height	1.0236099	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emin_from_auc	3.9305189	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emin_from_slope_to_peak	4.8586609e-4	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emin_from_value_peak_height	0.055419879	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_T0_from_auc	3.9305189	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_T0_from_slope_to_peak	4.8586609e-4	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_T0_from_value_peak_height	0.055419879	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_gof_from_auc	0.98577203	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_gof_from_slope_to_peak	0.98258767	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
